Gen,x0_0,x0_1,x1_0,x1_1,x2_0,x2_1,x3_0,x3_1,x4_0,x4_1,x5_0,x5_1,x6_0,x6_1,x7_0,x7_1,x8_0,x8_1,x9_0,x9_1,x10_0,x10_1,x11_0,x11_1,x12_0,x12_1,x13_0,x13_1,x14_0,x14_1,x15_0,x15_1,x16_0,x16_1,x17_0,x17_1,x18_0,x18_1,x19_0,x19_1,x20_0,x20_1,x21_0,x21_1,x22_0,x22_1,x23_0,x23_1,x24_0,x24_1,x25_0,x25_1,x26_0,x26_1,x27_0,x27_1,x28_0,x28_1,x29_0,x29_1,
84,-0.045460,0.026897,-0.069896,-0.209810,-0.022702,-0.272758,-0.097822,0.251506,-0.097822,0.251506,-0.164238,0.152134,-0.190138,-0.053578,0.053218,0.365187,0.053218,0.365187,-0.121701,0.305786,0.057243,0.392969,0.199381,-0.183586,0.191349,0.271835,-0.059285,-0.437189,-0.020224,0.458661,-0.020224,0.458661,0.124327,-0.459065,0.124327,-0.459065,0.158805,-0.452140,-0.240588,0.303993,-0.240588,0.303993,0.057534,0.552100,0.277843,0.233773,0.277843,0.233773,0.112198,-0.563984,0.112198,-0.563984,-0.189223,-0.543863,-0.216929,-0.519915,-0.216929,-0.519915,0.302005,-0.360689,
85,0.034069,-0.045970,0.034069,-0.045970,-0.031842,0.098874,0.070729,0.097668,0.070729,0.097668,0.114063,-0.057279,0.114063,-0.057279,-0.021775,0.222762,-0.021775,0.222762,-0.108319,-0.102649,0.122270,0.114603,0.006680,-0.255562,-0.117756,-0.226385,-0.117756,-0.226385,-0.093453,-0.278331,-0.093453,-0.278331,0.134048,-0.258698,0.120116,-0.290699,-0.202652,-0.038826,0.036300,0.375154,-0.015703,-0.402164,-0.015703,-0.402164,-0.216717,-0.038398,-0.044129,-0.433846,-0.083257,-0.419484,-0.175977,-0.306951,-0.175977,-0.306951,-0.185738,-0.310822,-0.247800,-0.105919,0.036376,-0.473832,
86,0.060119,-0.015456,0.096910,-0.111293,-0.171641,-0.090675,0.032564,-0.349292,0.121090,0.287568,0.121090,0.287568,0.192823,-0.108863,0.192823,-0.108863,-0.109297,-0.339838,-0.149069,-0.329206,-0.130677,-0.439583,-0.265503,0.154684,-0.003901,-0.525811,-0.003901,-0.525811,0.286107,-0.003952,0.219159,0.356717,0.219159,0.356717,0.187087,-0.419875,0.098059,0.545939,0.098059,0.545939,0.302683,-0.116126,0.184171,0.476556,-0.097175,0.568435,0.233433,0.434671,0.214662,-0.533531,-0.278415,-0.430509,0.297529,0.443253,-0.164799,-0.652299,-0.080251,-0.708261,-0.373518,0.241680,
87,0.032766,0.177870,-0.028477,0.190674,-0.053209,0.205340,0.063250,0.199930,-0.140128,-0.065134,-0.140128,-0.065134,-0.151228,-0.045574,-0.151228,-0.045574,0.128253,-0.222169,0.199898,-0.106083,-0.057857,0.390996,0.153779,0.303834,-0.128443,-0.348843,0.112749,-0.372624,0.112749,-0.372624,-0.104479,-0.427805,0.101348,-0.456974,-0.192630,-0.347786,-0.192630,-0.347786,-0.282375,0.058375,-0.282375,0.058375,0.284088,-0.034606,0.058296,0.523664,0.286113,-0.031991,0.286113,-0.031991,0.284419,0.163703,0.290047,-0.131799,0.101848,0.560793,-0.307910,0.140209,-0.312954,-0.099963,
88,0.018252,-0.105504,0.032828,-0.120745,-0.082300,0.032039,-0.082300,0.032039,-0.038915,-0.154166,-0.141037,-0.011919,-0.035506,0.287034,-0.023187,0.294449,0.074273,-0.293788,0.074273,-0.293788,0.104624,0.335037,0.147371,-0.275534,0.151058,-0.270370,0.176723,-0.225124,-0.033030,0.396679,0.148292,-0.325604,-0.193731,-0.239035,0.013161,-0.440964,-0.203580,-0.232448,0.030444,0.548037,0.030444,0.548037,0.002052,-0.551186,0.297876,-0.071270,0.294792,-0.168948,0.104814,0.584027,-0.327906,0.089095,-0.127685,0.612760,0.275819,0.429096,0.159907,0.600880,0.159907,0.600880,
89,-0.093123,-0.095711,-0.017716,0.244508,-0.140082,0.011384,-0.084636,0.234572,-0.123499,0.182098,-0.123499,0.182098,-0.147670,-0.103300,0.111354,-0.327765,0.012909,0.399135,0.012909,0.399135,0.247994,-0.115714,-0.258237,0.038436,-0.018653,-0.485767,0.157672,0.395270,-0.151217,-0.453781,0.285551,-0.015550,-0.300254,0.069306,-0.300254,0.069306,0.279001,-0.226458,0.279001,-0.226458,-0.200591,-0.446996,-0.200591,-0.446996,0.116624,-0.564419,-0.326028,-0.073469,-0.323741,-0.170476,-0.344356,0.104237,-0.344356,0.104237,-0.269129,0.451218,0.318725,-0.327972,0.356533,0.138029,
90,-0.030442,-0.021491,0.055213,-0.030430,0.038612,-0.146544,0.038612,-0.146544,0.093560,-0.030694,-0.114721,0.044101,0.080886,0.163476,0.115810,0.074603,0.115810,0.074603,0.117201,-0.184125,0.153718,-0.078612,0.050831,0.282999,-0.099638,0.279464,-0.140573,0.264367,-0.026829,0.376350,-0.084993,-0.346151,0.023451,-0.382979,0.023451,-0.382979,0.030484,0.392332,-0.160038,0.273009,0.200327,0.161008,-0.034798,-0.411391,-0.166554,0.290933,0.028717,-0.431378,0.028717,-0.431378,0.214260,0.194753,0.213336,0.205234,-0.099382,-0.426270,0.151528,0.372455,-0.258946,0.038082,
91,0.006687,-0.090258,0.006687,-0.090258,0.001765,0.169232,0.001765,0.169232,0.050826,-0.182052,0.006001,0.239960,0.174323,-0.121577,0.174323,-0.121577,-0.071746,-0.342357,-0.071746,-0.342357,-0.182427,-0.179865,-0.067259,-0.370224,-0.105138,0.350858,0.207823,-0.139266,-0.215685,0.116063,-0.097038,0.386291,-0.118648,0.369725,-0.118648,0.369725,0.225638,0.183311,-0.250598,0.057685,0.157819,-0.370757,0.157819,-0.370757,-0.258313,0.244115,0.252749,-0.281814,-0.206869,0.417026,0.309407,-0.087688,-0.187177,0.491171,-0.187177,0.491171,0.291457,-0.272434,0.291457,-0.272434,
92,0.055894,0.029426,0.040244,0.094417,-0.109906,-0.029362,0.109045,0.047583,-0.097542,-0.144998,-0.090164,0.161337,-0.035880,0.247716,0.122999,0.171976,0.122999,0.171976,-0.151340,-0.126639,-0.166481,-0.111241,-0.166481,-0.111241,0.081260,-0.301355,0.086712,-0.307816,-0.064447,-0.342418,0.183611,-0.120009,-0.150419,0.295349,-0.137712,0.329374,-0.176209,0.257637,-0.176209,0.257637,-0.180665,0.254210,0.028482,0.451314,-0.150677,0.369626,-0.150677,0.369626,-0.169457,-0.374009,0.252344,-0.133431,0.252344,-0.133431,-0.074797,0.473562,-0.182291,0.388872,0.283711,0.006988,
93,-0.076463,-0.043936,0.065939,0.085633,0.079175,0.086012,0.010324,0.177700,0.053322,-0.153325,0.097465,0.024868,0.097465,0.024868,0.099505,-0.035943,-0.003500,0.208373,0.094996,-0.122868,0.094996,-0.122868,0.091263,0.183659,0.116653,0.195370,0.116653,0.195370,0.012327,-0.298771,-0.163936,-0.082329,0.098321,0.299946,0.098321,0.299946,-0.078307,-0.344039,0.204284,-0.014049,-0.033510,-0.413524,0.046805,-0.413727,0.169609,-0.282171,0.234395,-0.047706,0.033024,-0.441768,-0.218499,-0.207665,-0.218499,-0.207665,-0.046108,-0.454877,-0.046108,-0.454877,0.206566,0.261494,
94,0.022841,0.047141,0.042548,-0.063587,-0.015777,-0.173207,0.042337,-0.181047,0.022136,0.202207,-0.111965,-0.096674,-0.111965,-0.096674,-0.154461,0.047718,-0.024170,0.289620,0.123011,-0.197717,0.043851,0.310761,0.129991,-0.210954,-0.065623,0.338947,-0.065623,0.338947,0.191086,-0.122703,0.191086,-0.122703,0.037117,-0.394199,0.037117,-0.394199,0.223148,-0.165728,-0.244839,0.069640,0.166653,-0.354959,-0.224565,0.296630,-0.296223,0.008003,0.290055,-0.154380,0.305033,0.031936,0.305033,0.031936,-0.097020,-0.550867,-0.097020,-0.550867,-0.225543,0.400323,-0.201918,0.443047,
95,0.014304,0.150554,-0.046075,-0.132197,-0.101213,-0.113834,0.130646,-0.103206,0.158607,-0.025942,0.085577,0.259117,-0.042494,-0.300055,0.080739,-0.273874,-0.004972,-0.327076,-0.082463,0.297248,-0.043771,0.368317,-0.037481,0.388770,-0.208572,0.219196,-0.120263,-0.389855,-0.014617,-0.472549,0.008593,-0.476739,-0.239465,0.247008,0.149775,-0.430669,0.270709,0.084165,0.012349,0.513191,0.002741,0.541146,-0.044749,-0.538935,0.049413,-0.550221,-0.061128,-0.556376,0.280872,-0.229846,-0.031581,0.588661,-0.055279,-0.584355,-0.188735,-0.501650,0.290075,0.310189,0.300395,-0.281641,
96,-0.035590,-0.114383,-0.091511,0.031934,-0.007375,0.178935,0.139626,-0.089244,-0.016330,-0.277033,0.092242,-0.241361,-0.093731,0.298944,0.048970,-0.362903,-0.074292,-0.371311,-0.131796,-0.339587,0.086637,0.400163,-0.175359,-0.306296,0.235868,0.176013,-0.217427,-0.257228,-0.043767,-0.491876,-0.195360,0.352764,-0.195360,0.352764,0.125924,-0.450136,-0.188541,0.379890,-0.095580,-0.494060,-0.263786,-0.193091,-0.288750,-0.075786,-0.087913,-0.527967,-0.295803,0.095363,0.122028,-0.520363,0.122028,-0.520363,0.020954,-0.568637,0.228795,0.396354,0.228795,0.396354,0.180329,0.485559,
97,0.013003,0.046489,0.013003,0.046489,0.055709,0.070512,-0.072404,0.020210,-0.072404,0.020210,-0.070318,-0.094734,-0.070318,-0.094734,0.110574,-0.113752,0.110574,-0.113752,0.126052,-0.029396,-0.147241,-0.019910,0.049276,-0.300697,0.049276,-0.300697,-0.029801,-0.367455,-0.153136,0.345558,0.003550,0.451159,0.096361,0.463333,-0.052114,0.491757,-0.052114,0.491757,-0.238149,0.253718,0.100451,0.481206,0.100451,0.481206,-0.250860,-0.218403,0.120093,0.481903,0.120093,0.481903,-0.283214,0.049244,0.118525,0.486912,0.288306,0.019114,0.288306,0.019114,0.165969,-0.480489,
98,0.017791,0.012974,-0.059346,-0.154162,-0.030360,-0.200342,-0.015690,0.229438,-0.092379,0.191005,0.003077,0.260645,-0.078602,-0.230553,-0.078602,-0.230553,0.079914,-0.244027,-0.064964,0.320085,0.155292,-0.191157,-0.126606,-0.262468,0.008795,0.373711,0.161404,0.295141,0.215766,0.217499,-0.188489,0.299504,0.254117,-0.031427,0.065884,-0.471535,0.065884,-0.471535,0.027346,-0.492519,-0.260982,-0.114543,0.269889,0.015477,-0.090703,0.487547,0.249151,-0.223652,-0.282039,-0.020357,-0.064396,-0.520772,-0.064396,-0.520772,0.235138,-0.320154,0.279805,0.154855,0.254194,-0.277702,
99,0.027994,-0.076097,-0.027717,0.106291,-0.031099,-0.103023,0.017101,0.122187,0.031983,-0.136524,0.095425,0.084103,-0.085031,0.179428,-0.085031,0.179428,0.118217,-0.115289,0.118217,-0.115289,0.149370,-0.056501,-0.125956,-0.219681,-0.118855,-0.235886,0.101598,-0.270186,0.068984,0.313368,-0.157649,0.199588,-0.056170,-0.342106,-0.160479,0.216913,-0.160479,0.216913,0.183344,0.151662,0.183344,0.151662,-0.135701,-0.301427,0.181891,-0.199964,0.166433,-0.270636,-0.210689,-0.133756,-0.104449,-0.402939,0.085613,0.425403,0.085613,0.425403,-0.015485,0.461014,0.206386,0.257565,
100,0.007996,-0.031420,-0.019630,-0.034731,0.071905,0.028720,0.072942,-0.045694,0.079883,-0.056619,-0.109202,-0.097970,0.106146,0.119438,0.112490,-0.127738,-0.053467,0.243807,-0.109899,0.188287,-0.109899,0.188287,-0.035827,0.275063,-0.062213,-0.284167,-0.062213,-0.284167,-0.125662,-0.250966,0.144731,0.283966,-0.135227,-0.311761,0.221556,0.127314,-0.145170,0.341656,-0.049311,0.425940,-0.000707,0.454424,-0.201412,-0.269853,-0.201412,-0.269853,-0.107342,-0.433138,-0.120252,-0.438229,0.230552,0.259179,0.052958,0.497030,0.277814,0.161191,-0.299347,0.009697,0.163365,-0.475680,
101,0.002333,-0.027463,0.046930,0.149490,0.046930,0.149490,-0.107610,-0.039932,-0.112018,0.009957,-0.112018,0.009957,0.091044,-0.178244,0.136887,0.050137,-0.081340,0.218905,0.118890,0.188099,-0.118829,-0.192885,0.152005,0.134700,-0.158526,-0.135457,-0.181325,-0.110410,-0.037138,0.364039,0.113022,0.337527,-0.127894,-0.362492,-0.063892,-0.427238,-0.194394,-0.256545,0.079918,0.421880,0.237091,0.073010,0.235948,-0.110912,0.039459,-0.456026,-0.115064,0.437538,-0.162085,-0.394379,-0.156547,-0.409906,-0.272690,-0.034904,-0.067863,0.523527,-0.248541,-0.294826,0.297827,0.118433,
102,-0.003327,0.104941,-0.003327,0.104941,-0.064736,0.032614,0.039317,0.115552,-0.029869,-0.185391,-0.029869,-0.185391,-0.030410,0.189481,0.097152,0.103174,-0.082299,-0.203922,0.073978,0.215925,0.073978,0.215925,0.097735,0.181232,-0.020001,0.277120,-0.045488,0.271684,-0.014736,-0.283385,-0.160881,0.044983,0.074394,0.297956,-0.034649,0.350780,-0.034649,0.350780,-0.131945,0.268855,0.125057,-0.295607,0.125057,-0.295607,0.188683,-0.246504,0.188683,-0.246504,0.114491,-0.376882,0.114491,-0.376882,-0.213793,-0.169661,-0.231913,0.037000,0.132705,0.371199,-0.219845,-0.199257,
103,0.009464,0.126726,-0.023084,-0.154393,0.116831,-0.008061,0.093662,-0.137431,-0.050856,-0.225850,-0.116639,-0.150780,0.126246,0.123153,-0.162966,-0.048314,-0.162966,-0.048314,-0.066054,0.298821,0.072037,-0.298658,0.154283,-0.177890,0.187423,-0.144458,-0.200799,-0.140699,-0.007114,0.409386,0.204947,-0.146725,-0.238216,-0.108639,0.075818,-0.478993,0.075818,-0.478993,-0.046350,-0.498379,-0.237757,0.245033,-0.237757,0.245033,0.228635,-0.283439,0.235843,0.300165,-0.264892,0.198013,-0.264892,0.198013,0.234026,0.321562,0.292492,0.039256,-0.249178,-0.297665,0.106534,-0.518933,
104,0.026135,-0.026009,0.028853,-0.059855,-0.016039,0.075404,-0.062941,0.044795,-0.114256,-0.029024,0.071702,-0.181001,0.125972,0.077843,0.122884,0.099880,0.075659,0.259366,-0.136830,0.151187,-0.082957,0.257974,-0.009879,-0.300775,0.148829,0.156918,-0.146344,-0.174138,0.128895,0.224588,0.156868,0.160226,0.156868,0.160226,-0.135917,-0.282733,0.211166,0.067009,0.211166,0.067009,0.071229,0.387236,0.170273,0.268429,-0.176136,0.264835,-0.176136,0.264835,0.202340,0.194068,0.068765,0.434889,0.238125,-0.085807,-0.243046,0.080071,0.088633,-0.433373,-0.241526,0.106141,
105,0.045396,-0.014864,0.061863,0.175198,-0.077477,0.174939,-0.077477,0.174939,-0.078426,0.254682,0.071903,0.286660,-0.101733,0.266833,0.172668,-0.113776,0.172668,-0.113776,-0.155558,-0.183772,0.093966,-0.303188,-0.160413,-0.186039,-0.183117,0.093869,-0.183117,0.093869,0.075230,0.331855,0.075230,0.331855,-0.212364,0.148238,0.116074,0.370714,0.213663,0.177384,-0.152831,-0.364400,-0.270716,0.032876,-0.104574,0.469229,0.248082,0.238383,0.248082,0.238383,-0.193976,-0.417905,0.285541,0.250204,-0.317577,0.049442,-0.310151,0.165951,-0.310151,0.165951,-0.131686,0.555214,
106,-0.009077,-0.180838,-0.009077,-0.180838,-0.030986,-0.213130,-0.030986,-0.213130,0.150049,-0.135929,-0.168250,-0.031615,-0.168250,-0.031615,0.166651,0.054428,0.167321,-0.054161,0.171436,0.011251,0.171436,0.011251,-0.138527,0.214961,-0.138527,0.214961,0.112070,-0.288864,0.117314,-0.296861,-0.042935,-0.386723,0.170938,0.268821,0.192195,0.267486,0.229666,-0.128956,0.240406,-0.043650,0.240406,-0.043650,-0.010920,-0.476832,0.140482,0.408532,0.140482,0.408532,0.047027,0.493683,0.105562,0.476101,-0.268895,0.138519,0.242796,-0.267039,0.242796,-0.267039,-0.158299,0.435940,
107,-0.014250,0.033721,-0.070434,0.034746,0.009568,0.197673,-0.107237,0.066480,0.021187,-0.268139,0.021187,-0.268139,0.145936,0.092852,0.145936,0.092852,-0.061833,0.273097,-0.104493,-0.233557,-0.108362,-0.297424,-0.165345,-0.272945,-0.063340,0.405823,-0.063340,0.405823,-0.166480,0.289499,-0.214663,0.147033,0.225427,-0.093493,0.107508,0.388298,0.107508,0.388298,0.232517,0.052164,-0.290906,-0.035044,-0.253251,-0.273099,-0.253251,-0.273099,0.114445,-0.504231,0.114445,-0.504231,-0.303865,0.106328,-0.313257,0.093708,0.079549,0.595061,0.300322,-0.255986,0.300322,-0.255986,
108,0.001232,0.089801,0.001232,0.089801,0.034864,-0.128948,0.105347,-0.071627,0.105347,-0.071627,0.109415,0.050272,-0.103375,-0.132057,0.103879,-0.229103,-0.163192,0.173530,-0.163192,0.173530,0.041643,0.346101,0.041643,0.346101,0.185746,0.165269,-0.233814,-0.071998,0.219617,-0.201994,-0.226263,-0.227852,0.119714,-0.439494,-0.245139,0.220250,-0.280311,0.032627,-0.022946,-0.528460,0.022419,-0.572561,0.316649,-0.034907,0.316649,-0.034907,-0.333886,0.035556,-0.333886,0.035556,0.292949,-0.360593,-0.344689,0.175383,0.035077,0.676374,-0.030410,0.703136,0.334671,0.334990,
109,-0.042830,0.163057,-0.097391,0.165752,0.183460,0.006448,-0.093565,-0.302494,-0.183892,-0.106354,-0.183892,-0.106354,0.190845,-0.089801,-0.062755,-0.361969,-0.062755,-0.361969,-0.142304,0.336317,-0.223871,0.114788,-0.251290,-0.193652,-0.251290,-0.193652,0.063725,0.543444,-0.075678,-0.564935,-0.075678,-0.564935,-0.303097,-0.209980,-0.331976,-0.087411,-0.331976,-0.087411,-0.222660,-0.475496,0.114719,0.604054,0.204422,-0.569006,-0.279794,0.453719,-0.286148,0.490207,0.377953,-0.174547,0.368288,-0.280828,0.368288,-0.280828,-0.365726,-0.322380,-0.135246,0.723637,0.366548,0.355285,
110,-0.045667,0.163346,-0.045667,0.163346,0.093056,-0.112837,-0.076051,-0.184696,-0.076051,-0.184696,-0.058997,-0.262963,-0.058997,-0.262963,-0.084729,-0.245123,-0.084729,-0.245123,-0.049189,-0.308486,-0.049189,-0.308486,-0.092017,-0.303014,-0.221677,-0.052298,0.116866,-0.357106,0.185061,0.245615,0.185061,0.245615,-0.228125,0.069627,-0.228125,0.069627,-0.230951,-0.042746,-0.084667,-0.408732,0.186559,-0.277781,0.236710,-0.092355,-0.140890,0.377313,0.117683,0.409044,0.251202,0.096449,-0.165762,-0.451109,0.274885,-0.242031,0.274885,-0.242031,-0.142498,-0.567178,-0.142498,-0.567178,
111,0.050485,-0.045140,0.139467,0.039274,-0.070670,-0.303501,-0.070670,-0.303501,0.186495,0.044079,0.186495,0.044079,-0.127491,-0.268312,-0.185706,-0.112557,-0.008070,-0.390086,-0.211027,-0.076048,0.218297,-0.009984,-0.222738,0.044075,-0.227781,0.079862,-0.227781,0.079862,0.012785,0.435483,0.129753,0.374269,0.129753,0.374269,-0.056845,-0.434558,-0.056845,-0.434558,-0.226384,-0.194450,0.231720,-0.189273,-0.210789,-0.330975,0.239598,-0.319370,0.239598,-0.319370,-0.282088,-0.183583,-0.246402,-0.317159,-0.246402,-0.317159,0.155353,-0.485373,0.116196,-0.531175,0.084554,0.572924,
112,-0.001863,-0.081266,-0.046655,-0.034644,0.062848,-0.078789,-0.076021,-0.066663,0.051693,-0.196295,-0.110660,-0.081295,-0.126923,-0.088756,0.130993,-0.102430,0.130993,-0.102430,0.071376,-0.254234,-0.063184,-0.297042,0.168427,0.061931,-0.175534,-0.012400,0.159182,-0.181725,0.202636,-0.072526,-0.187665,0.229422,-0.194644,-0.211333,-0.194644,-0.211333,0.229693,-0.067115,0.252695,-0.220310,0.197570,0.424028,-0.263125,0.295491,0.209064,0.440417,-0.198898,0.458085,-0.198898,0.458085,-0.313764,-0.065725,-0.160588,0.521373,-0.163982,-0.525891,-0.023107,-0.612644,0.170237,0.557166,
113,-0.005862,0.038602,0.048533,-0.040998,0.078778,0.106192,0.092955,-0.129787,0.020596,0.259062,0.005811,-0.293131,0.005811,-0.293131,0.153774,-0.094360,0.153774,-0.094360,0.186237,-0.109016,-0.148664,-0.243369,0.188961,-0.117624,-0.023021,0.382368,-0.227816,0.055512,-0.227816,0.055512,0.177807,-0.301542,-0.161888,-0.353430,-0.207129,0.345821,0.253305,-0.212034,0.249788,-0.255534,0.262033,-0.295779,-0.316544,0.086676,-0.316544,0.086676,-0.295039,-0.241177,-0.295039,-0.241177,0.322932,0.090428,0.322932,0.090428,0.220415,-0.498768,-0.030954,0.645940,-0.030954,0.645940,
114,0.047412,0.053849,0.061468,-0.031362,-0.102798,0.034678,0.150583,0.004914,-0.149337,-0.052187,-0.154364,-0.099061,0.165288,0.069160,0.069440,-0.289452,0.111223,-0.274825,-0.159728,-0.221219,0.041788,-0.363761,0.041788,-0.363761,0.046093,-0.389242,0.222422,0.153372,-0.072674,-0.471136,0.296330,-0.015149,0.296330,-0.015149,0.184608,0.465792,0.152403,0.528882,-0.095332,0.579669,-0.095332,0.579669,-0.312068,0.206445,-0.312068,0.206445,0.325407,-0.142548,0.325407,-0.142548,0.318559,0.225474,0.186799,0.535429,0.186799,0.535429,-0.337844,0.273419,-0.337844,0.273419,
115,-0.022485,0.020016,0.028902,-0.045496,0.076243,0.107381,0.125938,0.028219,0.100928,0.197501,0.010817,0.278542,0.161218,-0.174215,0.153165,0.214942,-0.189530,0.104703,0.128974,-0.292330,0.088853,-0.348984,0.206950,-0.018539,0.079163,0.386976,0.217000,0.089843,0.223560,0.025359,0.223560,0.025359,0.168887,0.279660,0.217551,0.133148,-0.034924,0.456344,-0.089063,0.440507,-0.189264,-0.348966,0.221982,0.303739,0.169116,0.445543,0.205996,0.403590,-0.283582,0.172649,-0.141006,-0.495460,-0.306154,0.028656,-0.306154,0.028656,0.300142,-0.234447,0.039455,0.641111,
116,-0.046853,-0.125396,0.084411,-0.009516,0.091439,-0.170296,-0.043514,0.228141,0.128873,0.062048,0.089272,-0.213918,0.089272,-0.213918,0.041532,0.313985,0.041532,0.313985,0.169664,0.089916,0.162472,0.148898,-0.172049,-0.139861,-0.171189,0.233793,-0.171189,0.233793,0.083776,-0.418621,0.031984,-0.443704,0.031984,-0.443704,0.171659,-0.324460,-0.254606,0.011797,-0.024970,-0.484551,0.208946,0.368822,-0.169571,0.435895,0.225817,0.351323,-0.287795,-0.104354,0.199317,0.404040,-0.256230,-0.355645,0.026430,-0.598300,-0.061955,0.594962,-0.140181,-0.553475,-0.247329,0.404108,
117,0.055793,0.051976,0.032028,0.107524,0.046820,0.237386,0.056514,0.247731,-0.146413,0.141036,-0.081777,0.273151,-0.079567,0.325065,0.030359,-0.367981,-0.078685,-0.345195,-0.039731,0.409562,-0.215543,-0.116506,-0.156449,0.306097,-0.136687,-0.378430,-0.102835,-0.460755,-0.182849,0.383614,-0.186760,-0.380017,0.254176,0.233488,0.267150,-0.199400,0.275914,-0.197007,0.009667,0.553162,-0.077681,0.557270,-0.305281,0.091829,-0.009619,-0.588649,0.193311,0.471571,-0.236413,0.406038,-0.236413,0.406038,0.179759,-0.501518,0.192258,0.504776,-0.315018,0.252178,0.179943,-0.546053,
118,-0.007602,0.006688,-0.053609,-0.053555,0.074742,0.215305,0.002451,0.283884,0.028673,-0.317697,0.028673,-0.317697,0.101550,0.312741,-0.177556,-0.192146,-0.177556,-0.192146,0.220332,-0.102814,-0.238270,0.033558,-0.240573,0.016286,0.049433,-0.473935,-0.206516,0.341138,-0.206516,0.341138,-0.274586,-0.142008,-0.069868,0.517778,-0.106490,0.513377,-0.234658,0.354397,0.212938,0.411880,-0.214602,0.447673,-0.082261,0.589313,-0.082261,0.589313,0.241621,0.415166,-0.291851,0.340653,0.232808,0.523432,0.363310,0.011590,-0.317107,0.409095,-0.317107,0.409095,0.171239,0.674015,
119,0.012228,-0.006885,0.012228,-0.006885,0.085856,0.065194,0.085856,0.065194,0.024183,0.181643,-0.063519,-0.146263,-0.063519,-0.146263,-0.127007,-0.077505,0.026663,-0.257221,-0.135053,0.076776,-0.011804,0.275326,0.138951,0.112239,0.031945,0.279735,0.098707,0.248750,0.003601,0.320925,-0.159781,0.218647,-0.159781,0.218647,0.007277,0.394652,0.007277,0.394652,0.224136,-0.171643,-0.230393,0.151508,-0.230393,0.151508,-0.204687,0.258390,-0.251591,0.127428,-0.251591,0.127428,-0.216192,-0.321067,-0.216192,-0.321067,0.231202,0.305981,0.231202,0.305981,0.048344,0.521698,
120,0.023304,0.042416,0.007566,0.104069,-0.019305,0.107059,-0.017020,-0.129138,0.036244,-0.125040,0.099934,-0.167115,0.006773,-0.262610,0.006773,-0.262610,-0.141004,0.110004,-0.141004,0.110004,0.106726,0.210803,0.106726,0.210803,-0.070666,-0.265985,0.175015,-0.064229,0.175015,-0.064229,-0.058831,0.365340,0.123140,-0.334611,0.123140,-0.334611,0.009904,0.412390,-0.233335,-0.185334,0.037384,-0.475958,0.037384,-0.475958,-0.147746,0.402275,-0.147746,0.402275,-0.117548,0.441005,-0.275499,0.009884,-0.230364,0.287837,0.276872,-0.011147,-0.160393,-0.497803,0.256177,0.407818,
121,0.031051,0.083483,0.031051,0.083483,0.069778,-0.047352,-0.068531,-0.102915,-0.068531,-0.102915,-0.035796,-0.206434,0.043576,0.213434,0.059153,0.213580,0.059153,0.213580,0.170351,0.030676,0.170351,0.030676,-0.166727,0.082922,-0.166727,0.082922,0.115125,0.257543,0.115125,0.257543,-0.194783,0.014593,0.091906,-0.335143,0.162162,-0.226533,0.089060,0.392161,-0.176035,-0.281482,0.022989,0.438240,0.138617,-0.385510,-0.073330,-0.455553,-0.256023,0.013862,-0.145487,-0.400844,-0.046899,-0.499189,-0.046899,-0.499189,0.203650,0.356250,0.185511,-0.400952,0.185511,-0.400952,
122,0.070401,0.028816,0.079097,-0.173033,0.138599,-0.021494,0.117121,-0.176618,-0.003017,-0.286226,-0.003017,-0.286226,-0.080138,0.290585,-0.080138,0.290585,-0.181528,0.054435,0.180223,-0.071938,-0.211977,0.000909,0.205513,-0.101761,0.216758,-0.044462,-0.216485,-0.061927,0.222559,-0.091071,0.080513,-0.406679,0.080513,-0.406679,-0.086697,0.414215,-0.108452,-0.409052,0.195155,0.305381,0.195155,0.305381,0.251704,0.073139,0.251704,0.073139,-0.258082,-0.103037,-0.048836,-0.485603,0.077062,-0.480463,0.077062,-0.480463,-0.187351,0.383564,-0.187351,0.383564,0.219954,-0.349335,
123,0.057120,-0.071317,-0.005700,-0.169717,-0.116547,-0.097578,-0.146942,-0.038701,-0.130991,0.169076,0.160241,0.008708,0.160241,0.008708,0.163049,-0.001175,-0.110614,0.228257,0.095858,-0.263049,-0.136769,0.191338,-0.049660,0.311993,0.114395,0.258451,0.165859,-0.155759,-0.152292,0.199688,-0.186968,-0.040764,0.150120,-0.226588,-0.024261,0.358968,-0.024261,0.358968,0.091939,-0.349029,0.091939,-0.349029,0.097792,0.356452,-0.194206,0.220162,0.215686,0.214070,0.215686,0.214070,0.165903,-0.341066,0.092989,0.456225,-0.242300,-0.251410,-0.267285,0.148507,0.116555,0.487370,
124,-0.010383,0.085650,-0.063068,0.117814,-0.063068,0.117814,0.075566,0.227550,-0.083504,0.226049,0.122133,-0.175277,0.122133,-0.175277,0.007845,-0.291818,0.154148,-0.071475,-0.156359,-0.082804,-0.156359,-0.082804,0.178254,0.018738,0.178254,0.018738,-0.132118,0.262811,-0.209457,-0.157174,0.223704,0.091845,0.223704,0.091845,0.216297,-0.171387,0.216297,-0.171387,-0.026682,-0.441783,0.229896,-0.139805,-0.205174,-0.246792,0.185574,0.305267,-0.220897,0.210012,0.064409,0.447028,0.064409,0.447028,0.245270,0.062926,0.129770,0.429705,0.225357,-0.347133,0.225357,-0.347133,
